transaction_id,transaction_date,year,month,month_name,day_name,source_system,source_type,channel_id,sales_channel,customer_id,customer_segment,product_id,product_name,product_category,location_id,city,province,quantity,unit_price,gross_sales,promo_name,voucher_code,discount_rate,discount_amount,net_sales,payment_method,order_status
TRX00516,2025-04-01,2025,4,April,Tuesday,API Marketplace,API,C006,Website,CU0171,Baru,P005,Nasi Goreng Spesial,Makanan,L004,Depok,Jawa Barat,1,27000,27000,Flash Sale,FLASH20,0.2,5400,21600,QRIS,Selesai
TRX00517,2025-04-01,2025,4,April,Tuesday,CSV Marketplace,CSV,C001,POS Kasir,CU0102,Loyal,P007,Brownies Cokelat,Snack,L003,Jakarta Selatan,DKI Jakarta,3,30000,90000,Voucher Ongkir,ONGKIR5,0.05,4500,0,QRIS,Refund
TRX00518,2025-04-02,2025,4,April,Wednesday,Excel Cabang,Excel,C003,GoFood,CU0176,Reguler,P010,Paket Hemat UMKM,Paket,L002,Jakarta Timur,DKI Jakarta,1,45000,45000,Voucher Ongkir,ONGKIR5,0.05,2250,42750,QRIS,Selesai
TRX00519,2025-04-02,2025,4,April,Wednesday,Aplikasi Kasir Digital,POS,C006,Website,CU0060,Reguler,P011,Paket Kopi dan Snack,Paket,L002,Jakarta Timur,DKI Jakarta,3,35000,105000,Tidak Ada,,0.0,0,105000,Kartu Debit,Selesai
TRX00520,2025-04-02,2025,4,April,Wednesday,CSV Marketplace,CSV,C006,Website,CU0035,Baru,P006,Mie Ayam Jamur,Makanan,L004,Depok,Jawa Barat,1,24000,24000,Diskon Produk,DISKON10,0.1,2400,21600,QRIS,Selesai
TRX00521,2025-04-02,2025,4,April,Wednesday,Aplikasi Kasir Digital,POS,C003,GoFood,CU0048,Reguler,P008,Roti Bakar Keju,Snack,L005,Tangerang,Banten,2,20000,40000,Tidak Ada,,0.0,0,40000,E-Wallet,Selesai
TRX00522,2025-04-02,2025,4,April,Wednesday,CSV Marketplace,CSV,C005,Tokopedia,CU0076,Loyal,P005,Nasi Goreng Spesial,Makanan,L005,Tangerang,Banten,1,27000,27000,Tidak Ada,,0.0,0,27000,Kartu Debit,Selesai
TRX00523,2025-04-02,2025,4,April,Wednesday,Database POS,Database,C005,Tokopedia,CU0159,Loyal,P001,Kopi Susu Gula Aren,Minuman,L006,Bogor,Jawa Barat,2,18000,36000,Flash Sale,FLASH20,0.2,7200,28800,Kartu Debit,Selesai
TRX00524,2025-04-02,2025,4,April,Wednesday,Aplikasi Kasir Digital,POS,C006,Website,CU0175,Reguler,P012,Dimsum Ayam,Makanan,L001,Bekasi,Jawa Barat,3,28000,84000,Tidak Ada,,0.0,0,84000,Kartu Debit,Selesai
TRX00525,2025-04-02,2025,4,April,Wednesday,API Marketplace,API,C004,GrabFood,CU0018,Baru,P005,Nasi Goreng Spesial,Makanan,L003,Jakarta Selatan,DKI Jakarta,1,27000,27000,Voucher Ongkir,ONGKIR5,0.05,1350,25650,Transfer Bank,Selesai
TRX00526,2025-04-03,2025,4,April,Thursday,Excel Cabang,Excel,C002,ShopeeFood,CU0100,Reguler,P002,Es Kopi Latte,Minuman,L004,Depok,Jawa Barat,1,22000,22000,Payday Sale,PAYDAY15,0.15,3300,18700,Kartu Debit,Selesai
TRX00527,2025-04-03,2025,4,April,Thursday,API Marketplace,API,C001,POS Kasir,CU0004,Reseller,P010,Paket Hemat UMKM,Paket,L003,Jakarta Selatan,DKI Jakarta,1,45000,45000,Payday Sale,PAYDAY15,0.15,6750,38250,Transfer Bank,Selesai
TRX00528,2025-04-03,2025,4,April,Thursday,Excel Cabang,Excel,C006,Website,CU0107,Loyal,P002,Es Kopi Latte,Minuman,L004,Depok,Jawa Barat,1,22000,22000,Payday Sale,PAYDAY15,0.15,3300,18700,QRIS,Selesai
TRX00529,2025-04-04,2025,4,April,Friday,API Marketplace,API,C001,POS Kasir,CU0133,Baru,P001,Kopi Susu Gula Aren,Minuman,L006,Bogor,Jawa Barat,1,18000,18000,Tidak Ada,,0.0,0,18000,Transfer Bank,Selesai
TRX00530,2025-04-04,2025,4,April,Friday,CSV Marketplace,CSV,C005,Tokopedia,CU0143,Loyal,P004,Nasi Ayam Geprek,Makanan,L002,Jakarta Timur,DKI Jakarta,2,25000,50000,Flash Sale,FLASH20,0.2,10000,40000,COD,Selesai
TRX00531,2025-04-04,2025,4,April,Friday,Database POS,Database,C003,GoFood,CU0027,Baru,P011,Paket Kopi dan Snack,Paket,L005,Tangerang,Banten,2,35000,70000,Diskon Produk,DISKON10,0.1,7000,63000,Transfer Bank,Selesai
TRX00532,2025-04-04,2025,4,April,Friday,CSV Marketplace,CSV,C006,Website,CU0091,Reseller,P009,Keripik Singkong,Snack,L003,Jakarta Selatan,DKI Jakarta,2,16000,32000,Voucher Ongkir,ONGKIR5,0.05,1600,0,Kartu Debit,Refund
TRX00533,2025-04-04,2025,4,April,Friday,Database POS,Database,C004,GrabFood,CU0062,Reguler,P006,Mie Ayam Jamur,Makanan,L003,Jakarta Selatan,DKI Jakarta,3,24000,72000,Diskon Produk,DISKON10,0.1,7200,64800,Transfer Bank,Selesai
TRX00534,2025-04-04,2025,4,April,Friday,API Marketplace,API,C003,GoFood,CU0102,Baru,P009,Keripik Singkong,Snack,L006,Bogor,Jawa Barat,4,16000,64000,Diskon Produk,DISKON10,0.1,6400,0,QRIS,Refund
TRX00535,2025-04-04,2025,4,April,Friday,CSV Marketplace,CSV,C005,Tokopedia,CU0077,Reseller,P010,Paket Hemat UMKM,Paket,L001,Bekasi,Jawa Barat,5,45000,225000,Diskon Produk,DISKON10,0.1,22500,202500,Transfer Bank,Selesai
TRX00536,2025-04-05,2025,4,April,Saturday,Aplikasi Kasir Digital,POS,C005,Tokopedia,CU0010,Reguler,P009,Keripik Singkong,Snack,L005,Tangerang,Banten,4,16000,64000,Tidak Ada,,0.0,0,64000,Transfer Bank,Selesai
TRX00537,2025-04-05,2025,4,April,Saturday,CSV Marketplace,CSV,C002,ShopeeFood,CU0147,Reguler,P006,Mie Ayam Jamur,Makanan,L005,Tangerang,Banten,1,24000,24000,Diskon Produk,DISKON10,0.1,2400,21600,Transfer Bank,Selesai
TRX00538,2025-04-05,2025,4,April,Saturday,CSV Marketplace,CSV,C004,GrabFood,CU0180,Reguler,P012,Dimsum Ayam,Makanan,L003,Jakarta Selatan,DKI Jakarta,2,28000,56000,Flash Sale,FLASH20,0.2,11200,44800,QRIS,Selesai
TRX00539,2025-04-05,2025,4,April,Saturday,Aplikasi Kasir Digital,POS,C006,Website,CU0086,Reguler,P005,Nasi Goreng Spesial,Makanan,L001,Bekasi,Jawa Barat,1,27000,27000,Payday Sale,PAYDAY15,0.15,4050,22950,COD,Selesai
TRX00540,2025-04-05,2025,4,April,Saturday,Aplikasi Kasir Digital,POS,C006,Website,CU0162,Reguler,P002,Es Kopi Latte,Minuman,L002,Jakarta Timur,DKI Jakarta,4,22000,88000,Payday Sale,PAYDAY15,0.15,13200,74800,E-Wallet,Selesai
TRX00541,2025-04-05,2025,4,April,Saturday,CSV Marketplace,CSV,C005,Tokopedia,CU0040,Baru,P006,Mie Ayam Jamur,Makanan,L005,Tangerang,Banten,1,24000,24000,Payday Sale,PAYDAY15,0.15,3600,0,COD,Refund
TRX00542,2025-04-05,2025,4,April,Saturday,Excel Cabang,Excel,C005,Tokopedia,CU0101,Baru,P010,Paket Hemat UMKM,Paket,L005,Tangerang,Banten,1,45000,45000,Diskon Produk,DISKON10,0.1,4500,40500,E-Wallet,Selesai
TRX00543,2025-04-05,2025,4,April,Saturday,Aplikasi Kasir Digital,POS,C001,POS Kasir,CU0129,Reguler,P010,Paket Hemat UMKM,Paket,L006,Bogor,Jawa Barat,1,45000,45000,Tidak Ada,,0.0,0,45000,Transfer Bank,Selesai
TRX00544,2025-04-06,2025,4,April,Sunday,Aplikasi Kasir Digital,POS,C006,Website,CU0135,Baru,P008,Roti Bakar Keju,Snack,L004,Depok,Jawa Barat,1,20000,20000,Payday Sale,PAYDAY15,0.15,3000,17000,QRIS,Selesai
TRX00545,2025-04-06,2025,4,April,Sunday,Aplikasi Kasir Digital,POS,C006,Website,CU0109,Reguler,P007,Brownies Cokelat,Snack,L003,Jakarta Selatan,DKI Jakarta,1,30000,30000,Payday Sale,PAYDAY15,0.15,4500,25500,Transfer Bank,Selesai
TRX00546,2025-04-06,2025,4,April,Sunday,API Marketplace,API,C001,POS Kasir,CU0114,Reguler,P010,Paket Hemat UMKM,Paket,L006,Bogor,Jawa Barat,1,45000,45000,Diskon Produk,DISKON10,0.1,4500,40500,COD,Selesai
TRX00547,2025-04-06,2025,4,April,Sunday,API Marketplace,API,C006,Website,CU0022,Baru,P004,Nasi Ayam Geprek,Makanan,L002,Jakarta Timur,DKI Jakarta,1,25000,25000,Payday Sale,PAYDAY15,0.15,3750,21250,QRIS,Selesai
TRX00548,2025-04-06,2025,4,April,Sunday,Excel Cabang,Excel,C003,GoFood,CU0079,Reguler,P010,Paket Hemat UMKM,Paket,L002,Jakarta Timur,DKI Jakarta,1,45000,45000,Flash Sale,FLASH20,0.2,9000,36000,QRIS,Selesai
TRX00549,2025-04-06,2025,4,April,Sunday,CSV Marketplace,CSV,C002,ShopeeFood,CU0141,Reguler,P012,Dimsum Ayam,Makanan,L005,Tangerang,Banten,2,28000,56000,Payday Sale,PAYDAY15,0.15,8400,47600,Transfer Bank,Selesai
TRX00550,2025-04-06,2025,4,April,Sunday,Aplikasi Kasir Digital,POS,C004,GrabFood,CU0066,Baru,P011,Paket Kopi dan Snack,Paket,L001,Bekasi,Jawa Barat,4,35000,140000,Voucher Ongkir,ONGKIR5,0.05,7000,133000,E-Wallet,Selesai
TRX00551,2025-04-06,2025,4,April,Sunday,Excel Cabang,Excel,C003,GoFood,CU0018,Reguler,P012,Dimsum Ayam,Makanan,L005,Tangerang,Banten,2,28000,56000,Flash Sale,FLASH20,0.2,11200,44800,E-Wallet,Selesai
TRX00552,2025-04-06,2025,4,April,Sunday,Excel Cabang,Excel,C001,POS Kasir,CU0099,Baru,P011,Paket Kopi dan Snack,Paket,L003,Jakarta Selatan,DKI Jakarta,1,35000,35000,Flash Sale,FLASH20,0.2,7000,28000,COD,Selesai
TRX00553,2025-04-06,2025,4,April,Sunday,Database POS,Database,C003,GoFood,CU0048,Baru,P012,Dimsum Ayam,Makanan,L001,Bekasi,Jawa Barat,3,28000,84000,Voucher Ongkir,ONGKIR5,0.05,4200,79800,COD,Selesai
TRX00554,2025-04-07,2025,4,April,Monday,API Marketplace,API,C003,GoFood,CU0005,Reguler,P004,Nasi Ayam Geprek,Makanan,L005,Tangerang,Banten,2,25000,50000,Payday Sale,PAYDAY15,0.15,7500,42500,E-Wallet,Selesai
TRX00555,2025-04-07,2025,4,April,Monday,API Marketplace,API,C005,Tokopedia,CU0100,Loyal,P005,Nasi Goreng Spesial,Makanan,L002,Jakarta Timur,DKI Jakarta,3,27000,81000,Payday Sale,PAYDAY15,0.15,12150,0,QRIS,Dibatalkan
TRX00556,2025-04-07,2025,4,April,Monday,API Marketplace,API,C002,ShopeeFood,CU0023,Loyal,P005,Nasi Goreng Spesial,Makanan,L002,Jakarta Timur,DKI Jakarta,3,27000,81000,Payday Sale,PAYDAY15,0.15,12150,0,Kartu Debit,Refund
TRX00557,2025-04-08,2025,4,April,Tuesday,Database POS,Database,C002,ShopeeFood,CU0085,Reguler,P004,Nasi Ayam Geprek,Makanan,L005,Tangerang,Banten,5,25000,125000,Flash Sale,FLASH20,0.2,25000,100000,Transfer Bank,Selesai
TRX00558,2025-04-08,2025,4,April,Tuesday,CSV Marketplace,CSV,C005,Tokopedia,CU0135,Reseller,P003,Teh Lemon,Minuman,L005,Tangerang,Banten,3,15000,45000,Diskon Produk,DISKON10,0.1,4500,0,COD,Refund
TRX00559,2025-04-08,2025,4,April,Tuesday,CSV Marketplace,CSV,C005,Tokopedia,CU0031,Baru,P003,Teh Lemon,Minuman,L006,Bogor,Jawa Barat,1,15000,15000,Voucher Ongkir,ONGKIR5,0.05,750,14250,Transfer Bank,Selesai
TRX00560,2025-04-08,2025,4,April,Tuesday,API Marketplace,API,C004,GrabFood,CU0164,Reseller,P006,Mie Ayam Jamur,Makanan,L004,Depok,Jawa Barat,1,24000,24000,Flash Sale,FLASH20,0.2,4800,19200,E-Wallet,Selesai
TRX00561,2025-04-08,2025,4,April,Tuesday,CSV Marketplace,CSV,C002,ShopeeFood,CU0158,Baru,P004,Nasi Ayam Geprek,Makanan,L001,Bekasi,Jawa Barat,1,25000,25000,Bundling,BUNDLE12,0.12,3000,22000,Kartu Debit,Selesai
TRX00562,2025-04-09,2025,4,April,Wednesday,Excel Cabang,Excel,C003,GoFood,CU0129,Loyal,P011,Paket Kopi dan Snack,Paket,L001,Bekasi,Jawa Barat,2,35000,70000,Voucher Ongkir,ONGKIR5,0.05,3500,66500,COD,Selesai
TRX00563,2025-04-09,2025,4,April,Wednesday,Database POS,Database,C004,GrabFood,CU0058,Baru,P006,Mie Ayam Jamur,Makanan,L002,Jakarta Timur,DKI Jakarta,2,24000,48000,Tidak Ada,,0.0,0,0,QRIS,Dibatalkan
TRX00564,2025-04-09,2025,4,April,Wednesday,CSV Marketplace,CSV,C006,Website,CU0113,Loyal,P007,Brownies Cokelat,Snack,L002,Jakarta Timur,DKI Jakarta,3,30000,90000,Tidak Ada,,0.0,0,90000,COD,Selesai
TRX00565,2025-04-09,2025,4,April,Wednesday,Database POS,Database,C004,GrabFood,CU0098,Loyal,P008,Roti Bakar Keju,Snack,L002,Jakarta Timur,DKI Jakarta,3,20000,60000,Payday Sale,PAYDAY15,0.15,9000,51000,COD,Selesai
TRX00566,2025-04-10,2025,4,April,Thursday,Excel Cabang,Excel,C004,GrabFood,CU0138,Reguler,P002,Es Kopi Latte,Minuman,L004,Depok,Jawa Barat,3,22000,66000,Tidak Ada,,0.0,0,66000,QRIS,Selesai
TRX00567,2025-04-10,2025,4,April,Thursday,CSV Marketplace,CSV,C001,POS Kasir,CU0078,Loyal,P009,Keripik Singkong,Snack,L006,Bogor,Jawa Barat,1,16000,16000,Diskon Produk,DISKON10,0.1,1600,14400,E-Wallet,Selesai
TRX00568,2025-04-10,2025,4,April,Thursday,Excel Cabang,Excel,C005,Tokopedia,CU0119,Loyal,P007,Brownies Cokelat,Snack,L003,Jakarta Selatan,DKI Jakarta,2,30000,60000,Flash Sale,FLASH20,0.2,12000,48000,COD,Selesai
TRX00569,2025-04-10,2025,4,April,Thursday,Aplikasi Kasir Digital,POS,C002,ShopeeFood,CU0035,Reguler,P009,Keripik Singkong,Snack,L001,Bekasi,Jawa Barat,4,16000,64000,Payday Sale,PAYDAY15,0.15,9600,54400,E-Wallet,Selesai
TRX00570,2025-04-10,2025,4,April,Thursday,CSV Marketplace,CSV,C005,Tokopedia,CU0083,Reguler,P003,Teh Lemon,Minuman,L004,Depok,Jawa Barat,3,15000,45000,Tidak Ada,,0.0,0,45000,Transfer Bank,Selesai
TRX00571,2025-04-11,2025,4,April,Friday,API Marketplace,API,C004,GrabFood,CU0131,Reguler,P002,Es Kopi Latte,Minuman,L006,Bogor,Jawa Barat,1,22000,22000,Payday Sale,PAYDAY15,0.15,3300,18700,Transfer Bank,Selesai
TRX00572,2025-04-11,2025,4,April,Friday,API Marketplace,API,C002,ShopeeFood,CU0039,Baru,P007,Brownies Cokelat,Snack,L001,Bekasi,Jawa Barat,2,30000,60000,Payday Sale,PAYDAY15,0.15,9000,51000,Transfer Bank,Selesai
TRX00573,2025-04-11,2025,4,April,Friday,API Marketplace,API,C004,GrabFood,CU0115,Baru,P012,Dimsum Ayam,Makanan,L001,Bekasi,Jawa Barat,1,28000,28000,Payday Sale,PAYDAY15,0.15,4200,23800,Transfer Bank,Selesai
TRX00574,2025-04-12,2025,4,April,Saturday,Database POS,Database,C001,POS Kasir,CU0002,Reguler,P010,Paket Hemat UMKM,Paket,L003,Jakarta Selatan,DKI Jakarta,2,45000,90000,Voucher Ongkir,ONGKIR5,0.05,4500,85500,COD,Selesai
TRX00575,2025-04-12,2025,4,April,Saturday,Database POS,Database,C004,GrabFood,CU0154,Baru,P010,Paket Hemat UMKM,Paket,L006,Bogor,Jawa Barat,1,45000,45000,Tidak Ada,,0.0,0,45000,Kartu Debit,Selesai
TRX00576,2025-04-12,2025,4,April,Saturday,Excel Cabang,Excel,C002,ShopeeFood,CU0090,Baru,P011,Paket Kopi dan Snack,Paket,L005,Tangerang,Banten,1,35000,35000,Tidak Ada,,0.0,0,35000,QRIS,Selesai
TRX00577,2025-04-12,2025,4,April,Saturday,Excel Cabang,Excel,C003,GoFood,CU0046,Baru,P010,Paket Hemat UMKM,Paket,L003,Jakarta Selatan,DKI Jakarta,1,45000,45000,Diskon Produk,DISKON10,0.1,4500,40500,E-Wallet,Selesai
TRX00578,2025-04-12,2025,4,April,Saturday,Aplikasi Kasir Digital,POS,C005,Tokopedia,CU0117,Loyal,P012,Dimsum Ayam,Makanan,L006,Bogor,Jawa Barat,3,28000,84000,Tidak Ada,,0.0,0,0,E-Wallet,Dibatalkan
TRX00579,2025-04-12,2025,4,April,Saturday,API Marketplace,API,C003,GoFood,CU0110,Loyal,P002,Es Kopi Latte,Minuman,L003,Jakarta Selatan,DKI Jakarta,3,22000,66000,Flash Sale,FLASH20,0.2,13200,52800,QRIS,Selesai
TRX00580,2025-04-13,2025,4,April,Sunday,Database POS,Database,C005,Tokopedia,CU0157,Baru,P005,Nasi Goreng Spesial,Makanan,L003,Jakarta Selatan,DKI Jakarta,2,27000,54000,Payday Sale,PAYDAY15,0.15,8100,45900,Kartu Debit,Selesai
TRX00581,2025-04-13,2025,4,April,Sunday,Database POS,Database,C001,POS Kasir,CU0074,Reguler,P011,Paket Kopi dan Snack,Paket,L005,Tangerang,Banten,2,35000,70000,Payday Sale,PAYDAY15,0.15,10500,59500,E-Wallet,Selesai
TRX00582,2025-04-13,2025,4,April,Sunday,CSV Marketplace,CSV,C003,GoFood,CU0162,Reguler,P010,Paket Hemat UMKM,Paket,L005,Tangerang,Banten,2,45000,90000,Voucher Ongkir,ONGKIR5,0.05,4500,85500,Transfer Bank,Selesai
TRX00583,2025-04-13,2025,4,April,Sunday,CSV Marketplace,CSV,C003,GoFood,CU0161,Loyal,P004,Nasi Ayam Geprek,Makanan,L006,Bogor,Jawa Barat,1,25000,25000,Tidak Ada,,0.0,0,25000,Transfer Bank,Selesai
TRX00584,2025-04-13,2025,4,April,Sunday,API Marketplace,API,C001,POS Kasir,CU0055,Baru,P007,Brownies Cokelat,Snack,L004,Depok,Jawa Barat,1,30000,30000,Flash Sale,FLASH20,0.2,6000,24000,Transfer Bank,Selesai
TRX00585,2025-04-13,2025,4,April,Sunday,API Marketplace,API,C003,GoFood,CU0002,Baru,P005,Nasi Goreng Spesial,Makanan,L001,Bekasi,Jawa Barat,2,27000,54000,Diskon Produk,DISKON10,0.1,5400,48600,E-Wallet,Selesai
TRX00586,2025-04-13,2025,4,April,Sunday,Excel Cabang,Excel,C005,Tokopedia,CU0087,Reseller,P012,Dimsum Ayam,Makanan,L005,Tangerang,Banten,3,28000,84000,Tidak Ada,,0.0,0,0,COD,Dibatalkan
TRX00587,2025-04-13,2025,4,April,Sunday,Database POS,Database,C002,ShopeeFood,CU0138,Loyal,P001,Kopi Susu Gula Aren,Minuman,L006,Bogor,Jawa Barat,1,18000,18000,Voucher Ongkir,ONGKIR5,0.05,900,17100,COD,Selesai
TRX00588,2025-04-14,2025,4,April,Monday,Aplikasi Kasir Digital,POS,C003,GoFood,CU0138,Baru,P001,Kopi Susu Gula Aren,Minuman,L005,Tangerang,Banten,2,18000,36000,Diskon Produk,DISKON10,0.1,3600,32400,Kartu Debit,Selesai
TRX00589,2025-04-14,2025,4,April,Monday,API Marketplace,API,C002,ShopeeFood,CU0097,Reguler,P006,Mie Ayam Jamur,Makanan,L001,Bekasi,Jawa Barat,3,24000,72000,Diskon Produk,DISKON10,0.1,7200,64800,Transfer Bank,Selesai
TRX00590,2025-04-14,2025,4,April,Monday,Excel Cabang,Excel,C005,Tokopedia,CU0081,Loyal,P007,Brownies Cokelat,Snack,L002,Jakarta Timur,DKI Jakarta,3,30000,90000,Payday Sale,PAYDAY15,0.15,13500,76500,E-Wallet,Selesai
TRX00591,2025-04-14,2025,4,April,Monday,Database POS,Database,C003,GoFood,CU0135,Reguler,P008,Roti Bakar Keju,Snack,L002,Jakarta Timur,DKI Jakarta,3,20000,60000,Diskon Produk,DISKON10,0.1,6000,54000,QRIS,Selesai
TRX00592,2025-04-14,2025,4,April,Monday,Database POS,Database,C001,POS Kasir,CU0129,Baru,P001,Kopi Susu Gula Aren,Minuman,L002,Jakarta Timur,DKI Jakarta,2,18000,36000,Payday Sale,PAYDAY15,0.15,5400,0,E-Wallet,Dibatalkan
TRX00593,2025-04-14,2025,4,April,Monday,API Marketplace,API,C003,GoFood,CU0133,Reguler,P012,Dimsum Ayam,Makanan,L005,Tangerang,Banten,1,28000,28000,Flash Sale,FLASH20,0.2,5600,22400,Transfer Bank,Selesai
TRX00594,2025-04-14,2025,4,April,Monday,Aplikasi Kasir Digital,POS,C004,GrabFood,CU0012,Reguler,P001,Kopi Susu Gula Aren,Minuman,L004,Depok,Jawa Barat,1,18000,18000,Diskon Produk,DISKON10,0.1,1800,16200,Kartu Debit,Selesai
TRX00595,2025-04-14,2025,4,April,Monday,Excel Cabang,Excel,C001,POS Kasir,CU0080,Baru,P006,Mie Ayam Jamur,Makanan,L004,Depok,Jawa Barat,2,24000,48000,Payday Sale,PAYDAY15,0.15,7200,40800,E-Wallet,Selesai
TRX00596,2025-04-15,2025,4,April,Tuesday,API Marketplace,API,C003,GoFood,CU0172,Baru,P004,Nasi Ayam Geprek,Makanan,L002,Jakarta Timur,DKI Jakarta,2,25000,50000,Payday Sale,PAYDAY15,0.15,7500,42500,Transfer Bank,Selesai
TRX00597,2025-04-15,2025,4,April,Tuesday,Aplikasi Kasir Digital,POS,C005,Tokopedia,CU0090,Reguler,P002,Es Kopi Latte,Minuman,L001,Bekasi,Jawa Barat,2,22000,44000,Tidak Ada,,0.0,0,44000,E-Wallet,Selesai
TRX00598,2025-04-15,2025,4,April,Tuesday,CSV Marketplace,CSV,C005,Tokopedia,CU0087,Reguler,P012,Dimsum Ayam,Makanan,L003,Jakarta Selatan,DKI Jakarta,1,28000,28000,Diskon Produk,DISKON10,0.1,2800,25200,QRIS,Selesai
TRX00599,2025-04-15,2025,4,April,Tuesday,Excel Cabang,Excel,C001,POS Kasir,CU0101,Baru,P008,Roti Bakar Keju,Snack,L006,Bogor,Jawa Barat,1,20000,20000,Tidak Ada,,0.0,0,20000,Kartu Debit,Selesai
TRX00600,2025-04-15,2025,4,April,Tuesday,Database POS,Database,C006,Website,CU0051,Loyal,P011,Paket Kopi dan Snack,Paket,L006,Bogor,Jawa Barat,2,35000,70000,Diskon Produk,DISKON10,0.1,7000,63000,Kartu Debit,Selesai
TRX00601,2025-04-16,2025,4,April,Wednesday,Database POS,Database,C006,Website,CU0165,Loyal,P003,Teh Lemon,Minuman,L001,Bekasi,Jawa Barat,1,15000,15000,Diskon Produk,DISKON10,0.1,1500,13500,COD,Selesai
TRX00602,2025-04-16,2025,4,April,Wednesday,API Marketplace,API,C005,Tokopedia,CU0180,Reseller,P004,Nasi Ayam Geprek,Makanan,L002,Jakarta Timur,DKI Jakarta,4,25000,100000,Diskon Produk,DISKON10,0.1,10000,90000,E-Wallet,Selesai
TRX00603,2025-04-16,2025,4,April,Wednesday,Excel Cabang,Excel,C004,GrabFood,CU0123,Reguler,P006,Mie Ayam Jamur,Makanan,L004,Depok,Jawa Barat,1,24000,24000,Tidak Ada,,0.0,0,24000,Transfer Bank,Selesai
TRX00604,2025-04-16,2025,4,April,Wednesday,CSV Marketplace,CSV,C005,Tokopedia,CU0028,Reguler,P006,Mie Ayam Jamur,Makanan,L005,Tangerang,Banten,2,24000,48000,Diskon Produk,DISKON10,0.1,4800,43200,QRIS,Selesai
TRX00605,2025-04-16,2025,4,April,Wednesday,Aplikasi Kasir Digital,POS,C004,GrabFood,CU0141,Baru,P009,Keripik Singkong,Snack,L004,Depok,Jawa Barat,1,16000,16000,Payday Sale,PAYDAY15,0.15,2400,13600,COD,Selesai
TRX00606,2025-04-16,2025,4,April,Wednesday,Aplikasi Kasir Digital,POS,C006,Website,CU0146,Loyal,P006,Mie Ayam Jamur,Makanan,L002,Jakarta Timur,DKI Jakarta,1,24000,24000,Bundling,BUNDLE12,0.12,2880,21120,Kartu Debit,Selesai
TRX00607,2025-04-16,2025,4,April,Wednesday,Excel Cabang,Excel,C006,Website,CU0125,Baru,P003,Teh Lemon,Minuman,L006,Bogor,Jawa Barat,2,15000,30000,Payday Sale,PAYDAY15,0.15,4500,25500,Kartu Debit,Selesai
TRX00608,2025-04-16,2025,4,April,Wednesday,CSV Marketplace,CSV,C004,GrabFood,CU0154,Baru,P009,Keripik Singkong,Snack,L001,Bekasi,Jawa Barat,1,16000,16000,Diskon Produk,DISKON10,0.1,1600,14400,Kartu Debit,Selesai
TRX00609,2025-04-17,2025,4,April,Thursday,Excel Cabang,Excel,C006,Website,CU0149,Reseller,P008,Roti Bakar Keju,Snack,L006,Bogor,Jawa Barat,1,20000,20000,Flash Sale,FLASH20,0.2,4000,16000,QRIS,Selesai
TRX00610,2025-04-17,2025,4,April,Thursday,Aplikasi Kasir Digital,POS,C004,GrabFood,CU0115,Baru,P011,Paket Kopi dan Snack,Paket,L002,Jakarta Timur,DKI Jakarta,1,35000,35000,Payday Sale,PAYDAY15,0.15,5250,29750,E-Wallet,Selesai
TRX00611,2025-04-17,2025,4,April,Thursday,API Marketplace,API,C004,GrabFood,CU0157,Reseller,P011,Paket Kopi dan Snack,Paket,L003,Jakarta Selatan,DKI Jakarta,5,35000,175000,Voucher Ongkir,ONGKIR5,0.05,8750,166250,COD,Selesai
TRX00612,2025-04-17,2025,4,April,Thursday,Aplikasi Kasir Digital,POS,C003,GoFood,CU0144,Loyal,P005,Nasi Goreng Spesial,Makanan,L001,Bekasi,Jawa Barat,4,27000,108000,Tidak Ada,,0.0,0,108000,E-Wallet,Selesai
TRX00613,2025-04-17,2025,4,April,Thursday,Database POS,Database,C002,ShopeeFood,CU0082,Loyal,P005,Nasi Goreng Spesial,Makanan,L001,Bekasi,Jawa Barat,2,27000,54000,Diskon Produk,DISKON10,0.1,5400,48600,COD,Selesai
TRX00614,2025-04-17,2025,4,April,Thursday,CSV Marketplace,CSV,C006,Website,CU0099,Loyal,P009,Keripik Singkong,Snack,L002,Jakarta Timur,DKI Jakarta,2,16000,32000,Tidak Ada,,0.0,0,32000,E-Wallet,Selesai
TRX00615,2025-04-17,2025,4,April,Thursday,CSV Marketplace,CSV,C006,Website,CU0005,Baru,P003,Teh Lemon,Minuman,L003,Jakarta Selatan,DKI Jakarta,1,15000,15000,Tidak Ada,,0.0,0,15000,COD,Selesai
TRX00616,2025-04-18,2025,4,April,Friday,Database POS,Database,C004,GrabFood,CU0109,Reguler,P003,Teh Lemon,Minuman,L006,Bogor,Jawa Barat,3,15000,45000,Payday Sale,PAYDAY15,0.15,6750,38250,COD,Selesai
TRX00617,2025-04-18,2025,4,April,Friday,API Marketplace,API,C004,GrabFood,CU0002,Reguler,P009,Keripik Singkong,Snack,L004,Depok,Jawa Barat,1,16000,16000,Diskon Produk,DISKON10,0.1,1600,14400,Transfer Bank,Selesai
TRX00618,2025-04-18,2025,4,April,Friday,Aplikasi Kasir Digital,POS,C005,Tokopedia,CU0146,Reguler,P005,Nasi Goreng Spesial,Makanan,L004,Depok,Jawa Barat,1,27000,27000,Bundling,BUNDLE12,0.12,3240,23760,E-Wallet,Selesai
